"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
290,182,"PRT","Portugal",20,"Viseu",290,"Mortágua","Concelho","Municipality",NA,NA
291,182,"PRT","Portugal",20,"Viseu",291,"Nelas","Concelho","Municipality",NA,NA
292,182,"PRT","Portugal",20,"Viseu",292,"Oliveira de Frades","Concelho","Municipality",NA,NA
293,182,"PRT","Portugal",20,"Viseu",293,"Penalva do Castelo","Concelho","Municipality",NA,NA
294,182,"PRT","Portugal",20,"Viseu",294,"Penedono","Concelho","Municipality",NA,NA
295,182,"PRT","Portugal",20,"Viseu",295,"Resende","Concelho","Municipality",NA,NA
296,182,"PRT","Portugal",20,"Viseu",296,"Sátão","Concelho","Municipality",NA,NA
297,182,"PRT","Portugal",20,"Viseu",297,"São João da Pesqueira","Concelho","Municipality",NA,NA
298,182,"PRT","Portugal",20,"Viseu",298,"São Pedro do Sul","Concelho","Municipality",NA,NA
299,182,"PRT","Portugal",20,"Viseu",299,"Santa Comba Dão","Concelho","Municipality",NA,NA
300,182,"PRT","Portugal",20,"Viseu",300,"Sernancelhe","Concelho","Municipality",NA,NA
301,182,"PRT","Portugal",20,"Viseu",301,"Tabuaço","Concelho","Municipality",NA,NA
302,182,"PRT","Portugal",20,"Viseu",302,"Tarouca","Concelho","Municipality",NA,NA
303,182,"PRT","Portugal",20,"Viseu",303,"Tondela","Concelho","Municipality",NA,NA
304,182,"PRT","Portugal",20,"Viseu",304,"Vila Nova de Paiva","Concelho","Municipality",NA,NA
305,182,"PRT","Portugal",20,"Viseu",305,"Viseu","Concelho","Municipality",NA,NA
306,182,"PRT","Portugal",20,"Viseu",306,"Vouzela","Concelho","Municipality",NA,NA
